,tweet,hs_label,label
1065,هحلم وحلمي مصدقاه✋وأن راح لفين هفضل وراه👊🙄,NOT_HS,0.0
7385,التاق هذا طلع معا اسقاط الولايه من المستفيد والله ياعرب انكم بهايم اي تاق غبي يجي تطيرون انفسكم معه 😷 user  مهجوره  عمري اربع  سنه  اريد   الحريه فك  قيودي,,3.0
2255,  #عمران طفل من #حلب خرج من تحت الانقاض ليحرج الإنسانية بعدان نجامن قصف طائرات #روسيا المجرمه😠 وبراميل الاسد القاتل😠 ,HS1,1.0
6015,وما هذي الدول التي ساندتكم في عدوانكم المزعوم على دولة اليمن الا ذباب.. تجمعت ع ظهرها كميه من انواع الزباله والاوساخ.. user واياك اعني اعني ففهمي ياجاره👌👎,,1.0
6930,صاحب فكرة الغاء موضة المخطط هالسنة سخيف وغبي وماعنده ولا سالفة وعبيط وما احبه .. كل الدوام وهم لابسين مخطط! احس بهج ما ما اقدر م اتحمل صراحة 🤦🏻♀😭☹☹☹🦅🌚🥀,,4.0
5609,لبسلكم البدله ياولاد 🐕 ,NOT_HS,0.0
13257, الله يوفقها 👊🏻,NOT_HS,0.0
1706,ماشي يا موظفين البلد يا ولاد الوسخه 😡😡,,4.0
7548,الاعلانات ف مصر نوعين :1-اتبرع للفقراء😩2-اسكن ف كمبوند بعيد عن الفقراء🐸😂👈,NOT_HS,0.0
4103,العيال يتكلمون عن الولد اللي بالجنادرية مع ان الولد متضايق وماعطى البنات وجه الا انهم يسبونه😷,NOT_HS,0.0
5674, وما الدول التي ساندتكم في عدوانكم على اليمن الا ذباب .. تجمعت ع كميه من الزباله والاوساخ .. واياك اعني ففهمي ياجاره👌👎,HS1,1.0
1115,  من مدّة الرحمن عرفت انها بنات بداية 😷 ,NOT_HS,0.0
4433, ما كفايه احباط بقى 😢😢👊,NOT_HS,0.0
1713,مصرية تدرس ولدها قالت له أذكر لي أسامي الأنبياءقال: إبراهيم وموسى وعيسى وبوسهقالت: ومين بوسه ده !!قال معرفش... بس أنا بسمع بابا بيقول للشغاله والنبي بوسه  زغرطي يافتحيه 😂😂😂😂💔👊🏻اهههههههههههههههههههههههههههه,NOT_HS,0.0
6856,  ابراءً للذمه ..كل اللي جبت لهم ماء وأنا صغير ترآني شارب منه .. لا وكنت احط اصبعي  اقيس درجة البروده .. 😉😋🐒🏃#قروب_القيصر_ل…,NOT_HS,0.0
8162,🔴 ويزعلون اذا قلنا عنهم ضفادع🐸🤣🤣🤣  الفتح الفيحاء   الاهلي,,3.0
4470, بايع  الكليجاامس في ابها سوق عكاظ صديقتي تعرضت للتحرش من الهييه قبل مجموعة من الدشير حسبي ، الله ونعم الوكيلالمشكله ماردعهم وجود رجل الشرطهالله لايوفقهم😣ليش دخلتم العزابيه علينا ياسوق  عكاظليش باقي تسمحون لهم ياذونا😔هنا كنت تعمدت اني ماوضح الصورة عشان مااشهر فيهم💩بس جد قهروني طول الوقت وكانوا يلاحقونيحسبي الله,,4.0
6043,الصراحة الخشبية ليست جديرة بهذه الثقة قناة فاشله بكل كادرها وكل شيي لا تطور الا في هذه النتيجة الخشبية 👎,,4.0
13132,لاتحتكوون بس🤢🤢🤢🤢🤢 ,NOT_HS,0.0
3947,يطالبة إمسحي المسكرة...لما تكون الأمن قاعدة وزهقانة 🐸💔,NOT_HS,0.0
14523, بايع الكلي  الكليجاسبحان الله 😂 بعض العيال قاعدين يستشرفون علينا ويبون ويطلبون احنا نغض بصرنا عليهم وهو اذا شاف حرمه عينه تقل بندق يشق هدومها فيه من نظراته 😒 🖕🏼,,5.0
1262, بعهدهم كنت تشاهق لين تنام من قوة الجلد اللي تشوفه والحين طال لسانك ومع المواسم الجايه بينقص ماعليك 🐸,NOT_HS,0.0
2101,url دعاتك ؟ ايه ؟ والسعوديين ؟ ؟ السعوديين وامة محمد كلها ضد الكلب القمص زكريا بطرس👞وامثاله ؟ ، ؟ الارهابي المتطاول الحاقد عل السعودية …,,2.0
10609,بتعملوا ف ديك ديك ابونا كده كده ليه هو احنا كدة كفرة ولا ولايهود... وربنا احنا ماشيين بالعلاج 😡😡😡😡,,2.0
5938,قلبي عورني😣💔 ,NOT_HS,0.0
12045, الله  يديم  النعمه 😷😷😷😂,NOT_HS,0.0
1632,نورة ياسر القحطاني لما كانت بس تحب القحاطين ، ، وهي كذا اداريه.. لو قحطانيه تجي متاخر عادي بس بس عشان وحده ثانية لا ، وعنصرية جدا جدا بشكل قبيح   افضح  معنفك,,1.0
3118, دايم اسويها احس غجغجغج😣💘💘,NOT_HS,0.0
1410,انا ولايي بالنسبه لليمني الحقيقي اللي للحين عايش ببلده ؛ ومحافظ ع عاداته وتقاليده.. اللي حنا اللي نعرفها زين.. اما العرب اللي عايشين برا وناسين بلدهم وتخلوا حتى عن قيمهم الاصيله لهم وعاداتهم والعادات الاسلاميه فلا تس اعتبرهم انهم يمنين اصلا 👎,,1.0
4598, وش شفت بعد يابو نص عين 😡,NOT_HS,0.0
5622,#بايع_الكليجاعيب يالبقره انتي وهي واذا حلو وش بتستفيدين يومك تصورينه وتصارخين تراه بيتفل عليك فشلتونا الله يفشلكم 😷💦,HS6,5.0
13986, بايع  الكليجا 💩 : 👧 بنات اخر زمن والله ما دام في شوية تربية وخوف من الله : 👸,,5.0
11395,user نحن اخواننا العرب المسلمون نقول نعم للصفويين والصهاينة واعداء الدين اﻹسلامي.. نفتخر بالسعوديه.. بحبهم وحمايتهم للدول العربيه وللخليج العربي ولبيت الله والوطن وقبله المسلميين.. 🇸🇦🇸🇦 اما الصفويين ماهي انجازاتكم سوي فقط قتل المسلمين ونشر الفتن وقصف وقصف بيت الله.. ؟ ؟!! 😷🙋✋,,2.0
13819,user وشفيهم ذولي الزهارنه الا ع قولك ي وجه العنز ,,4.0
6536, فقعوا كرشتك 😂😂👊🏻,NOT_HS,0.0
6366,الولد و الكبير : صار دلوع ☺ الامالبنت الصغيرة : دلوعة الابالوسط : يهودي ولا من قوم بني ابو قريضه🐸💔 😂هههههههههههههههههه ( 😂 كل واحد يكتب ايش ترتيب …,,2.0
3348,و قققققققققررررفف😷😷انسحب من ام فريقكم ي الخفيف انا و ماوكلي,,3.0
4779,الصخونة لاعبة فيني لاعب👎🏻👎🏻👎🏻👎🏻👎🏻,NOT_HS,0.0
14469,في اوروبا قد تمر عليك ابتسامة البنت مع قليل من الملح المكياج. ؟ اما عندنا يمر عليك المكياج بكبره مع قليل من البنت 🌚🔪😂😂,,5.0
3871,والله صبااح الخرا ع كفر الشيخ دي والى منها 😤😤,,1.0
9542, سوالف كبار مالك دخل فيها خليك بمحاضراتك😤👊🏻,NOT_HS,0.0
5356,  وگيف آخبر آحبتي الموتا بمن آوجعني ،من بعدهم  ،گيف اخبرهم رحمهم الله .. 😣💔.,NOT_HS,0.0
9968,دعاتك ؟ url ؟ والسعوديين ايضا ؟ ؟ ؟ السعوديين وامة حبيبك محمد كلها ؟ ضد الكلب القمص الحقير زكريا بطرس👞وامثاله ؟ ؟ المتطاول الحقير على زوجات الرسول صل الله عليه وسلم.. وصحابته الكرام.. ولاتنصب نفسك ناطق لدولتنا! ثم مايزعجك ؟ طالما دعاتك السعوديون خرجوا باختيارهم وتحدثوا ؟ وسافروا ؟ والناس تنشر مافعلوه! لماذا لاتعتبره دعاية اعلامية لهم ؟ 👋🤣,,2.0
6257, بخليهم يفغصونك😡,NOT_HS,0.0
8747, شكله مافهم معنها😂😂🔪,NOT_HS,0.0
10909,#بايع_الكليجا مو منجدكم تشوفونه حلو 👊🏼,NOT_HS,0.0
14209,ماتلاحظووووووون ليش كل الحسابات الي يقول علقو على المنشن عندهم بنات واولاد ؟ والله بلاكم من دعاوي المحنه يالي تدورون ورا قلت الادب😠😠😠😠😠😠😠,,5.0
10643, مجنون وين الغيره ليش ماتغار هاه😤😤,NOT_HS,0.0
7106,#الكووره_للعيال هو فيه عيال علشان نخلي لهم الكوره 😂💔بالله ابي أفهم ويش التفكير البايخ  ترى مو عيب ابدا وكل واحد له حريته سوا نساء أو رجال لذالك ارتقو شوي والله فشيله اللي قاعد يصير تفكير 👎,NOT_HS,0.0
7175,وش قلت بعد😠💔!,NOT_HS,0.0
197,يا ، امة ضحكت من جهلها الامم 👎 المصري  بايع البطاطا  الكليجا,,1.0
7900,⚠ رسميا موقع مكاني ينضم لقايمة محاربي الاهلي ، و التذاكر قبل شي كم يوم ساعه نازلة ومن زوود حقارتهم ماعملوا اي اعلان لها 💦👊🏻جمهور الاهلي كونو …,,3.0
9346,#بايع_الكليجا شفاحه موطبيعيه 😷الرجال اندبلت كبده,NOT_HS,0.0
10163, اي والله بموتتت زعل👎🏼.,NOT_HS,0.0
9854,الناس الأقوياء لا يوجهون حلولا...😘إنما يوجهون مشاكل... 😠الله يبعد عنا المشاكل 👐,NOT_HS,0.0
3643,الخروف الهندي الباكستاني قاعد يثبت للمعزب ان الخروف 🐑صار صديقه الاصلي حتى بدون ما يذبحه 😂 بابا خلي خاروف مسكين,,1.0
11783,اوه لا انقلعي والله سوري وهذي وتراك حجزت ٤ من زمان وانا اقول اني حاجزتهم😡,,1.0
9616, لانتس خاروفه ياخي 🐏.,NOT_HS,0.0
12236,واذا قلت لك انت طيب خساره تشجع نادي 🐸,,3.0
4532, بايع  باع الكليجااص بسعشانا م قلنا مزيون خليتونا كفار قريشوبعضكم يستشرف وهو اصلا حتى الكباير اللي ختمها مع القحاب فالمراقص وينيكهم ويقول لاااااا حرام هذولا محتاااجات يعني وحنا ساكتين بس قلنا راينا الزبده كل زق ونم وخل نكحل يالاشهب 😷ابي اجرب كليجا اليوم 😭😭 شكلي بروح بناااااااات متى تسكر الجنادريه ؟ ؟ ؟ ؟ ؟ 😍,,2.0
4489, افشل تلفزيون على الاطلاق جماعة بري ما بيحضرو 😂😂😂👎,NOT_HS,0.0
362,  القبض على الارهابي من قرية كرزكان محمد صباح .خلوه يخيس في السجن😷شكرا رجال امننا✌👍👌💪امن مملكتنا خط احمر يا مرتزق ايران ش…,HS1,1.0
723,الذوبان جننني في كل مكان يجري ورايه  ..محد يدري ليش😊🐵,NOT_HS,0.0
2054,يوه ياشين هالنوعيات يعني يحسبون اني انا الخقة الاسلامية ، وابتسامتي ستقتلكم انتو خقوا بس ,,2.0
11708, هو نقدر نقول عنه جميل بس مو للدرجه هذي يع معليش !!😷💦,NOT_HS,0.0
9975,#سعوديات_نطلب_اسقاط_الولايه600الــنساء كالفــواكـه..  لكل إمرأه طعم ولـون مميز..بس المشكله الرجال يحبوا (سـلطه فواكهه)😂😂😂😂👊🏻,NOT_HS,0.0
11410,سبحان الله تضيق صدورهم كذا اذا شافو سعودي في منصب او كان احد مدح اي سعودي فيهم وكان ماكلين حلال ابوهم الله اللي يخارجهم من حر ارضنا هالزبالين😷😷,,4.0
13267, ماش 👎🏻,NOT_HS,0.0
8809,ويلوموني بكرهه بنات الامارات ,,1.0
6370,نوع من فن التسوق القصيمي 👎🏻 #بايع_الكليجا,NOT_HS,0.0
3397,تقولي مدام زعلانه علي للحين تحبيني؟ يعمي ابي الفكه منج وبس😷...,NOT_HS,0.0
2597,ريحه السواق سببت لي صداع بالمخيخ😷,NOT_HS,0.0
3754,ربنا يگفينا شر اللي عامل نفسه بيحبنآاا !..👎😏,NOT_HS,0.0
4716, طلعت الجارة سهرانة والوضع زي الفل عندها، ورشيد عملها فيي قصة الابليكيشن اللي بيعمل اصوات مرعبة بنص الليل وسليم مسافر وانا لحالي بالبيت مع الاولاد، شو هذا الشيء ممكن يعمل بإنسان عنده فائض من القلق بدون هالواسطة 😣؟,NOT_HS,0.0
10392, دائما مواضيعهم تافهة مثلهم 😷,NOT_HS,0.0
3100,اهو بقاا ينفع اشتغل كدااا😬 ليه باقه تخلص بسهوله كدااا😡لا لا😠كوسوم ام تي ان🚫💣,,4.0
1398,من بعد المطر .. جاني برد 😷بس ذَا مو مهم ،، الاحساس بالغبنة و الكآبة يوم ثاني لما شفت الشمس ذَا الى لازمني. 💔,NOT_HS,0.0
2191,عجايب قدرتك يالله فكل وحده تقول الفارما سهل 🙂💔💔🔪.,NOT_HS,0.0
14357,المشكلة مو منزينه😩👎🏿😷 المشكله ذوقكم يابنات صاير يتحكم في حضيض  ♂ بايع الخضار  الكليجا,,5.0
13126,🔴عاجل.... وشركة سابتكو الامريكية ترفع قضية مطالبه تعويض على نادي النصر بسبب محتواها... ١ / اسطب خلفي يسار٢ / ٨ اسطب خلفي يمين٣ / شمعة صغيرة يمين ٤ / شمعة يسار٦ / ١٠ مسحات شمعات٧ / مسحات من زجاج عدد امامي٨ / مسحات زجاج خلفي١٠ / فرش زجاج عدد ٨ ١١ / سمكرة بديالله يعين النصر بيلقاها من سابتكو ، ولا الجماهير ولا الباطن😣😣,,3.0
3779,الشايب الهندي 👳 قاعد يثبت للمعزب 😂 ان الخروف 🐑صار صديقه حتى ما يقدر يذبحه 😂 بابا خلي خاروف مسكين,,1.0
14164,على  بايع  الكليجاكل بنت وقفت عند بايع الكلبجا  وصورته اتمنى تعيد تعيد النظر في تربيتها اعوذ بالله ، ماعاد فيه حياء ولا عاد خجل كذا عينك بعين الرجال لدرجة تنصدم انه حاط الكيس ع وجهه من ومن كثر مانقرف من التصوير.. وشذا هو الانحلال الي انتي عايشته.. وقلة تربية للاسف 👎,,5.0
7474,#بايع_الكليجا  ترى غثيتونا فيه بكل مكان طالع لنا  ارتقووو خلاص👊😶😶,NOT_HS,0.0
2349,هذولا صارو شريحة كبيره من مجتمعنا اتمنى من ربي يهديهم ولا لا يمحيهم قرف الله لاا يقرفهم مشافيح وربي ماعمرهم شافوا خير يعععععع😤,,4.0
14374,اقتلو ☺ جميع جميع الرجال   جميع النساء🔪 😊الا واحد خلوه لي😁🙄,,5.0
5741, شدراك يمكن اللي راح تتزوجها كانت من ضمن اللي خاقتن عليه😂🙊👊🏻 انت تعلم مافي القلوب يعني؟🤦🏻‍♀️,NOT_HS,0.0
2317, ماتلاحظووووووون كل إلي علقو على المنشن بنات؟والله بلاكم من المحنه تدورون ورا قلت الادب😠😠😠😠😠😠😠,HS6,5.0
1824, يازينه ماشاءالله 😢 قلبه كيف يقوى يقهره ويبكيه هالقد 👊🏻😢💔,NOT_HS,0.0
617, والله من فلوس الهلال 🐄,NOT_HS,0.0
9298,ليليان by lilane daoud ودنك يا url حفيدة صهيون دي ايوه ايه 👂ودنك ودن ايوه  url ديقربي كده ايوه ايوه... قربي كمان ك …,,2.0
5395,#سعودياتxنطلبxاسقاطxالتعدد٦٠٠ اصحاب العقول قي راحه نفسي اشوفه صاحب الهشتاق🔪,NOT_HS,0.0
11427, مش قلتلي مش هاكلك الا لما تعملوا رز 😂 خليك قاعد بقي واللحمة هتتاكل من السبانخ 😂😂👊,NOT_HS,0.0
14111,صوت صوت البنت استفزاز 😷😷,,5.0
3402,بدل ماتمشي تبص ع بنات الناس امشي بص ف الارض يمكن تلاقيمشبكين لأمك 😒🐸💔,NOT_HS,0.0
5322,ليليان lilane daoud ودنك يا حفيدة صهيون ايوه 👂ودنك با ودن الله  ديقربي كده ؟ ايوه اه ايوه... قربي انتي كمان ك url …,,2.0
9562,هو مايدري عن اشهر فلكلور عرقي وسوري لكن يدري عن برنامج رعايه الحيوانات للترفيه فقط يلا لاعاد نشوفك ع هون ولك 👊👊👊👊👊  سلطان  القحطاني,,1.0
11169, الله يهديك يا اسامه واضح انك تستغل طيبة الولد 👎🏼💔,NOT_HS,0.0
3303,  'الشين شين لو مكياجه من باريس وزين زين لو يسرح مع الهوش..😌🚶🐐'' ,NOT_HS,0.0
9703, رجال فانز فنانات 🤮😷,NOT_HS,0.0
10451,شعب ايتنح الهم ومتنك علينا مادري ليش ؟ يعني حتى لان امه انكليزية يعتبر نفسه امه احسن من امهات البقية ؟ 😡👎,,1.0
4383,٦٠ % بالمية من الشعب اللبناني بيارغل في ٢٥ % بيشتروا معسل ، يعني ٣٥ % منن الباقي عايش الحياة على طريقة عبارة اعطيني سحبة 🐸,,1.0
14873,يله يابنات انضموا لقطيع الخرفان  من  مع بايع  بياع الكليجا,,5.0
4753,شعب غريب مريض نفسي حتى اسمه بالتويتر ☺ الكل صاير شايف نفسه😈وعند البنات خرفان وعندي شيوخ ملطلطين🐸   هزلت,,1.0
7960,4 لاتنمك ياطحلب في تاريخك كله 3بطولات دوري علي ظهرك وانا 9 لاتنمك نواف التمياط حسم البطولة عليكم البطولة 3بطولات على عدد بطولاتكم علينا الهلال 😂😂🐸,,3.0
887,تركيا دوله مسلمه منت كفو بقد رجوله ها وقد قد افعالها ومعاركها وانتصارتها انتو حدكم عرعر تحفطون اللي فيه ورا الكلاب السلق ياكلاب. يوم جا الجد الصج ركضتوا الا حق السودان وبعدين البتان يحمونكم. وانتم خلكم على على زقكم بس مع ابو فهد الاستخراء😷انتو منتوا بكفوا. تحاربون ايران ولا تركيا انتو خمسة حوثين اربع ست سنين ماقدرتوا,,1.0
1167,عاهات بزمنكم لما كانوا اساطير يصولون ويجولون شرق اسيا ، ثم ختاما ازعجونا بعالمية ضد البرازيل سوباولو البرازيلي ، وانت بعز تواضع مستواك حققت الدوري ولو بعد ٣٢ سنه ؟ عاجفه بالضحك والطقطقه عليكم ؟ 😂👊🏻,,3.0
12615,#بايع_الكليجاقمة الابتذال،، قمة الشفاحة،، قمة الرخص،، قمة الاستهتار،، لا يوجد اي مبرر بالكون لهذه التصرفات عزّي نفسك يارخيصة تحسبين بيطالع فيك وانت رامية نفسك انتي والسلق اللي معك؟ رسالة للاهل ربّوا العفن اللي تخرجونه للأرض✋️😷 ,HS6,5.0
3388,ابله نوره الجعيد من مدرسة الابناء حفرت راسي من كثر الضرب باكبر دفتر بالفصل ليتني طلعت عالمه من ضربها تاثير سلبي 😂💔🤓😣 #أفضح_معنفك,NOT_HS,0.0
13281,url ههههههههاشو هذوله ترى اليهود بكل دول موسسات وانظمة حكومات العالم والمنظمات السياسية ، معقولة يعني ما يشتغلون غير بالزراعة او الحدادة او النجارة ؟ كيف لو يسيطرون على الحكومات لو البنوك! لهذا السبب وضع حالة العالم مزرية😡👎,,2.0
4808, صباحك ورد يا التاهومافيه روج 😡,NOT_HS,0.0
3110, مستحيل. تورغوت يموت. مستحيل والف مستحيل😠😡😠😱😱😨😫😩😪😡,NOT_HS,0.0
5116,بسم  جروب  مركز النخبة  الوطنية 👈فضيحة الخوان المسلمين مباشر على قناة عزمى عزمي بشارة 🙉👈مناظرة سرية بين المفكر الاخوانجي الحمساوي ومحلل اسراييلى … 😱👈ليرد …,,3.0
6579,في اغنيه يمنيه معلقة براسي المشكله مو هنا .. المشكله في ان اللي يغنيها مخزن قات بفمه كبر راسه وقادر يغني بحب و طبقات واتقان .. كيف يقدر يغني بدون مايشرق .. ؟!🐒,NOT_HS,0.0
40,انتو اخر ناس تتكلمو عن العنف المدرسي! ما نعرف نحمي مستقبل اطفالنا من عقوبة ضرب المعلمين! يا فاشلين انتو لو تعرفو تشتغلو زين كان اول ما لغيتو قانون منع المعلم من اعادة ضرب هولاء التلاميذ! وربي هزلت user وكل المدرسات غير مبسوطات بهالشي لانه يقدرون يطلعو حرتهم ف الاطفال لكن الادعاء العام موجود وما نحتاج لكم!!!! 👎🏼👎🏼👎🏼👎🏼👎🏼,,4.0
11135, ماتليس دفاعا عن وحدة اليمن ولا لعروبته!بل هلك خائنا لوطنة متوشحا بالخزي والعار👎,NOT_HS,0.0
1876,#بايع_الكليجاخلاص راح الحيا الله يعافينا بس😷,NOT_HS,0.0
3040,احنا ماعندنا جيش الكتروني مثلكم شغلهم الرد ومدفوع لهم الاجر احنا نرد بدافع الوطنية والوطن والردود القذرة القذرة الي انتوا اللي تبرعون فيها للشعب بحكم نشاتكم وتربيتكم وانتم والفاظكم اللي واضحة امام انظار العالم وع الارض ,,3.0
3414,ماتتهد يابنى شوية😤 #هارى_كين,NOT_HS,0.0
5415,وهو صادق من يسب كل الصحابه ويدعي تحريف القران ويتهم عايشه بالزنا وش نسميه هو مسلم مطور مثلا 😁 ؟ ؟ ماقلت الا بيض الله في وجهه كلامه هذا صحيح وماقال الا الا الحق ياالبقره👊🏻,,2.0
11698,  وحده تسأل زوجها : تنام مع حريم غيري ؟ㅤㅤ قالها : لاوالله مانام إلا معك 🙄ㅤㅤ مع غيرك أقعد صاحي للصبح 👊🏻🙈ㅤㅤㅤ يالله انك تس…,NOT_HS,0.0
5333,الله يرزقني ثقة الي ترش عطر خايس 😭😷,NOT_HS,0.0
11917,لايريدون هذه الشعوب العربية ان لا تفهم مايحاك ضدها يريدونا في نفس المعزى  وهي تنتظر دورها في الذبح انا ناطر ومستني. متى ,,3.0
1715, بايع اللوز  الكليجا شكله مو عادي! ؟ الا الشي الثاني ي قبح الشفاحه  والنزول وصلنا لهذا المستوى خلصت من التم الكواريه المايعين السعوديين والهنود واللا المروحين جا دوري دور بايع بالشارع يترزق الله😂👎  الله يسترنا وكان.,,1.0
7141, قلبي انا والله وطول عمري بقلبج💓🙉!!! واللغة العربية واخده حتّه👊🏽,NOT_HS,0.0
2389, مسخرة البنات والله .. هو الرجل و مستحي و مبعد عنهم و البنات يلاحقوا وراه 👎🏼,HS6,5.0
5361, من زمان عن الهوشششش😂😂😜😜👊👊👊👊👌,NOT_HS,0.0
4128,العاصوف جيل فاسد والقادم اسواء بكثير بعد 👎🏻,,4.0
11905, 😷😷😷😷 م تشوف شر ان شاء الله ،، بس بدون تفاصيل,NOT_HS,0.0
7961, يابقعى صووعيه مع ذا الصبح صبحتك يابعيد ..اصطلخوو جلدك 😤,NOT_HS,0.0
6920,التجاهل :🔸 هو عبارة عن وداع بطريقة قاتلة يجعل مشاعرنا🥀 تتمزق ببطئ 💔👎,NOT_HS,0.0
9707, يليت دخلت عليهم بـ خيزرانه 😤.,NOT_HS,0.0
9552, انت حدك صعلوك  مثلك يتكلم من ورا شاااشه . وأشكالك كثيره لكن الشرهه علي يوم انزل مستواي وأتكلم مع صعلوك من صعاليك تويتر 😷,NOT_HS,0.0
7931,  #بايع_الكليجامن أراد أن يعرف مستوى التربية و الحياء والعفه عند بعض بنات المسلمين مع الأسف!يلبس كمامة😷 ويدخل يتجول في هذا ا…,NOT_HS,0.0
12977,اللي ماخذ علم سيارتي وكسر👊🏻,NOT_HS,0.0
7287,حركات كفار ترا 😷,,2.0
14049,شفت مرا فيديو كيف البنات مجتمعات ويصارخوا👎🏼 والرجال تلثم وتفشل. وربي مره شيييي شي يفشل. مرا استحيت وانا والله مالي دخل🤦🏻♀💔مخفات راح يروح الحياء! خلاص ترا. جمال الانثى بثقلها وحياها البنات 👌  بايع الوهم  بياع الكليجا,,5.0
7969,#بايع_الكليجاالان عرفت ليش الهيئة طردت المز الامراتي اللي جا الجنادريه قبل كم سنه ... لانهم عارفين بتطلع نفس هالاشكال 😷😷,NOT_HS,0.0
10465, اي والله اهدا من كذا 😂😂😂😂🔪,NOT_HS,0.0
13201,لو كنت بنت مكنش اهلي هيخافو عليا كده 🤔🐸,NOT_HS,0.0
11216,في فيديو.. ماقدر اقول جميل قد مافي ماهو مولم.. لكن وللاسف رسخوا ببالنا ، انهم بشر همج ومايعرفون الا الحرب والدمار.. وان الامريكي بالبيت الابيض هو القاتل المنقذ.. 😤..,,1.0
8480,واحنا الترند معنا 😷💩 ,NOT_HS,0.0
713,هه شيوخ نجد خلوك بتويتر تهذري تهايط بهم انت وغيرك تبكي محد بدولتكم سوا حد العاهره خلف الشاشه 🖕🏻,,1.0
8045,عادي احد يداوم ويسحب على المحاضرة؟🔪🔪🔪,NOT_HS,0.0
7580, عركك اللي م يحنك 🔪🔪,NOT_HS,0.0
1942,لاعت كبدي يوم شفت الفيديوهات صدق مع فيه حياء 😷 #بايع_الكليجا,NOT_HS,0.0
10947, *محمود* : ايه دا انا فاضي طب م اطلع رحلة ل 57 وماخدش سوزان معايا 👊👊💔💔😢😢😢😢,NOT_HS,0.0
2134, حتى لو ماهبل فيني الله يلعنه هذا شيطان 👊🏼😂,NOT_HS,0.0
13496, خوفي يصير مشهور ويقعد يتفلسف علينا 😷😷😷,NOT_HS,0.0
9523, خيال الشقحاء😣💔,NOT_HS,0.0
11682, المنظمة 👎,NOT_HS,0.0
4282, والله 👊,NOT_HS,0.0
13725,"""اللى #مَبيحسِش_بزعلك ..!! #ميستاهِلش إنّك تِزعل مِنه او تِزعل عَليِه ""👎$#عسلية",NOT_HS,0.0
5971, ما اربطها بشعب معين الشي المضحك اضحك منهالا الي بالي بالك معليش ماقدر🤢,NOT_HS,0.0
5383, حق بايع  الكليجا هي كلمة حق الجميل جميل وهذا يكفي انه من مسلم سعودي ومن طيب اهل بريدة القصيم... افضل من اللي خقوا على زواج بنت ترامب ترامب وغيرها من الكفار🔪,,1.0
106,حشيش ف ايه استغفر الله العظيم و بعدين انا مالي انت و انت مال الزمالك ما تكسم الزمالك الاول برحتك 😂😂👊,,3.0
13512,سالفه تافهه سخيفه ، وقناة اسخف 👎🏼👎🏼,,4.0
9285,ويلوموني بكرهه منتخب الامارات ,,1.0
10855,كسم ميتين دى سنه كليه عالكسم دى جامعه معرصه ، 🖕🏻🖕🏻,,4.0
10132,شلون الله يرحمها ، وانت باقي تقول انها ماتت هندوسية مب مسلمة.... صحيح انك حمار ,,2.0
9085,  كلمات مترجمة : .سعيد ☺️-  Happy- هابي.محرج 🙊- Embarrassed- إمبيرسد.تائه 😤- devious- ديڤيس.متفاجئ 😮- Surprised- سِر…,NOT_HS,0.0
10522,ادعمكم ببعري بعد وقسم بالله ما حسافه فيكم user اه اه اه ياقلبي ياخسارة عمري الي راح في غي تشجيعك وموازرتك. الباطن الشباب الباطن رايح جاي نعنبوكم استحو كيف تبون وتبون الناس تدعمكم شوري بالله عليكم امسحو التغريده المثبته user 👊😡,,3.0
2510,كسم التعليم دى كليه وسخه عالكسم دى جامعه معرصه  🖕🏻🖕🏻,,4.0
5012, إرعى جعل مايرعى غيرك 🐮🐷🙈🐏🐑 إنت خلك على رعاية السياحة الجنسية والدعارة لأنك أهل لها وهي من صميم عملك وسبب ثروتك,NOT_HS,0.0
1409,انتوا بتعملوا مقلب ف نفس ديك ابونا كده ليه هو احنا كفرة ولايهود... وربنا احنا ماشيين بالعلاج كده 😡😡😡😡,,2.0
8170, انا اخر مره هلعب فيها 😂😂👊🏼,NOT_HS,0.0
7785,صاروا يفوزون علينا اسود الرافدين بالغزوهالبنغاليه 😡,,1.0
9143,  يامحمد انزل البلد بسرعة فيه إرهابيين لقيناهم ولازم تشيلهم من فوق الارض شيل 👊😂😂#بلحة لرئيس الأركان عن الإرهابيين: «يتشالوا…,NOT_HS,0.0
2605, ما اتفقنا على كذا 🔪,NOT_HS,0.0
12865, يع شنو هذي !! شتبين الحين؟؟ شنو السالفه! روحي موتي يلا . 😷😷,NOT_HS,0.0
139, بُه كليجه ..واللي حوله 🐑🐑🐑🐑🐑🐑,NOT_HS,0.0
13100, اغلب حقين الشيلات كذا بس هياط 😷,NOT_HS,0.0
6082,فيليكس شف الهندي اللي يجري وال 🐑 يناظره ؟ وش فيه اهبل ذا😂,,1.0
7843,👽قضاء المملكه من فاسد ظالم. يكره قيادة المراه ويصف حياتها مع التيوس كاني   مهجوره  عمري اربع  سنه  اريد  فك  من قيودي,,1.0
8859, الله يلعنها ليش هي حلوووه كذا طيب شو اعمل انا 😣😣😣😣😣,NOT_HS,0.0
10989,ايوة يعنى تبقى قاعد بتمتحن وتخرج وتسمع اشاعات ان النتيجة متعلقة ، وتبقى بتموت وجعا واتوترت و كمان ممنوع تطلع تبص وتشوف ، ، ازاى ، طب والامتحان 4 9 ساعات اصلا.. وادى وشى لو عرفت ترسم اى خطين على بعض.. يا كلية عرة مفكيش ولا ذكرى حلوة كتك القرف😷😷,,4.0
