,tweet,off_label,label
7164,#مهجوره_اربع_سنه_اريد_فك_قيودياربع سنه هنود حنا،، والله ماحد ضعيف ويستاهل الرحمة غير الرجال يقعد سنين يحلم يكون بيت وأسرة وتروح فلوسه وبالأخير تجيه هالعينات اللي تعرض حياتها الشخصيه ويومياتهم في مواقع التواصل !!؟فكو رقبتك 😡,NOT_OFF,0.0
8401,  أخص الضفدع  🤢 صار يتكلم هههههههههههههههههه قامت القيامه 😂😂😂😂😂😂😂,OFF,1.0
45, ليه بس انت حبيبك كتير 😂😂👊,NOT_OFF,0.0
4671,  طفشانه و مشتهيه و ابي ناس تفتح النفس و تعرف تسولف 🤦🏻‍♀️ بليز الهمج و اللحوج لا يكلمونن 🖕🏼👊🏻 ,OFF,1.0
1109, قصدك شافوا انفسهم علينا 😂🔪,NOT_OFF,0.0
10568,user الناس يصبحون على وجيه من زينه تفتح نفسهم وقلوبهم للمحاضرات وانا اصبح على وجيه هم ازق واسوا ثنتين في الحياه😂🖕🏼,,1.0
4069,#بايع_الكليجا عجيب حالكم يابنات ،، الحين تهشتقونا وتقومون الدنيا اذا كتب احد عن بنت من البنات وهي اجنبيه ،، وانتم الحين فضحتونا بالاستقرام وتويتر عشان واحد مزيون ،،، ايهم اكثر خطا الحين انتم ولا حنا 😡,OFF,1.0
10815,للاسف لا ... كل هاذي الاماني لك بفشل البطوله ان شالله,,1.0
362,  شكراً جداً 😡 ,NOT_OFF,0.0
8123, لاااااء 🙉,NOT_OFF,0.0
9979, صلاه  الجنازه  القادمه  انتياليت يكون صحيح 🙇 اهلا اهلا بالموت و ف اي لحظة 🙆 لا زلت اخشى لقاء ، ربي ولو ، كنت عاصيا 💔 ❤واقول للحبناء / ولن يتمنوه ابدا بما قدمت ايديهم ❤   2  2  ولا تجدنهم هم احرص الناس على حياة 👎,,1.0
4650,شكلها. سفره. ماحصلت احد جاد بجده 🖕 ,OFF,1.0
639, القهرررر ان فريق الدشارة مايحتاج إسقاط ولاية !!هُن خلقة بدون ولي!!اللي عندهن مجرد ذكور!والنماذج الوسخة تزداد تفسخاً والمضيق عليها المهدرة مصالحها لن تخرج عن طوق العادات والتقاليد 😖😤🤕,OFF,1.0
3515, الله يسلمك 😊لا تقولين سوهيل مررررره ثثثاااانننننيييييهههه 😡😡😡 هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,NOT_OFF,0.0
1088,صبااح الخرا ع كفر الشيخ والى منها 😤😤,OFF,1.0
5813, وش ذَا ليكون قصدكم حلو 😐🔪,NOT_OFF,0.0
8879, 😷بعض المكياج قبح وليس جمال,NOT_OFF,0.0
6896, عبروا عن اشتياقكم وحبكم 💜☔️🦄🎆,NOT_OFF,0.0
9348,ي حامت كبدي منهم قسم قسم بالله شعب ماينعطى فيه وجه لازم كل موضوع حدث يحشرون خشومهم ويسون من الحبه قبه مدري وش بيضرهم لو كل واحد قال انطم بوجهه ولاتكلم 😷,,1.0
2440,  اخر شي بعد كل تضحية الي فيليز سوت له طلع عديم الاخلاق الي مالة خير و يفكر في مصلحتة 😠😤 ⋋⋋#bizimhikaye #hazalkaya ,OFF,1.0
2054, مهند اجنبي 😂😂🐸,NOT_OFF,0.0
5602, تضحية 😂😂😂لو ما غرفة العزل ماشاف المركز الأول سموا الاشياء بمسمياتها👎🏼,NOT_OFF,0.0
7743,شو القاسم المشترك بين الملحد والحمار ؟لتنين بشنهقوا 🐸,OFF,1.0
9443,يا بغل يا ابن دين البغل يا 👊😂😂,,1.0
7503, لبس كمامه ما ألومه 😹😹😷,NOT_OFF,0.0
1598, الله ياخذهم كرهونه بلمسلسل واهتمامهم بلشخصيات عاديه 😤,OFF,1.0
1982, ريان 😂😂واخيرا جيت وسألتك ..خير مل عملت  انك ندمان 🙉,NOT_OFF,0.0
2887, شوفوني يابنات فزعت معكم وش رايكم، وثاني شي وش دخل محاربات الاناث بذا الموضوع يـ ناقص، الله يخلف عليك بس 👊🏻,OFF,1.0
1533, صحيت من النووم و غثييانةة 😷😷😷💔,NOT_OFF,0.0
6858, اهى جاتلى انا ومش عارفه افتح كتاب😷💃💉..ويالنسبة للحقيره فهى ضايعه وبتنسى كل حاجه حاليا وتلاقيها نسيتك دلوقتى😌..ايه ده مريم عامله ايه وحشتينى وحشتينى وحشتينى😘😘😂😂👊,OFF,1.0
2382,يجيب الكلام حق نفسو 🤮🤮🤮 ,NOT_OFF,0.0
7922,انا مش متخيله الصيف هيبقي عامل ازاي 😤انا خايفه من دلوقتي والله😤✋,NOT_OFF,0.0
7400,#بايع_الكليجا والله ما وراهن رجال هاللي ناحراته ويصورنحامت تسبدي 😷,OFF,1.0
8440,ايه الجو التيييييييت دا 😠,NOT_OFF,0.0
2586,  الرئيس السيسي يزور مقر القيادة الموحد بشرق القناة مرتديا الزي العسكري عندما تجتمع القيادة فلا خوف علي مصر👊,NOT_OFF,0.0
5407,#بايع_الكليجاالحين اللي يصير منجدكم انتم؟؟ لما الشباب تخق البنات تقول فشلونا ولما البنات تخق الشباب قالو وفشلونا هيييه ترى كلكم غلطانين محد،احسن من احد عييب والله عييب فشلتونا بين العربان وش ذا المهزله ؟؟ تباٌلكم جميعا من جد ناس تافقهه الحمدلله والشكر بس مالت عليكم كلكم 😒👊,OFF,1.0
7080, لا تتكلمين في اسيا يختتيي وانتي ماوصلتيلها 😭😂😂🐸,NOT_OFF,0.0
3811, الحديث عن ان المراه ناقصه عقل ودين اصلا مشكوك في صحته والثور قاعد يردد اشياء ما يفقه فيها ، على فكره المراه هي الي تربي وتكبر وتغرس فيك اهم المباديء الي بتستقيم فيها حياتك يا الكامل ، ليتها بركت عليك يوم جابتك 😡,OFF,1.0
2455,وش هالقرف والخفه وجع حومتو كبودنا 😷 ,OFF,1.0
8500, 😭🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢فاطمه انتي تأكلي اي 😭,NOT_OFF,0.0
1541,المثل يقول  اذا ضربت فأوجع كان اخذتي واحد زين مو هذا كانه بوديقارد😷💔💔  #داليا_مبارك,NOT_OFF,0.0
3239,توني اتذكر اني يوم ضيعت بطاقتي الجامعيه صارت معها بطاقتي الاحوال صفقوني بالله لين اعض الارض 🐸💔💔,NOT_OFF,0.0
5979,#بايع_الكليجا. ايش المخفه ذي اعوذ بالله مو لذا الدرجه ارفع الجوال واصور ارتقوا شوي الله ياخذ هالاشكال حتى وصلتوا ل بطاقه الاحوال حشى صرتوا استخبرات 😤😤😡😡💔,OFF,1.0
10601,والله كمية استفزاز وقلة قلت حيا وفضاوه بشكل كبير ملاحظ في الهاشتاق.. ايش في!! 👊🏼  بايع المحل  هوشة الكليجا,,1.0
10190,خيييييييير وش دخل زوجها ؟ ييييع ؟ 😷 من جد معليش والله فيه نوعيات كذا ؟,,1.0
7257, كان صكيتيها بالطاوله موب بس كف 😤,NOT_OFF,0.0
3956, لاتسوين فيها متبقطه ياحميده 😂💔🔪,OFF,1.0
4957, 😂😂😂😂😂👊تستاهل انك ما تقاسمني منه,NOT_OFF,0.0
1646, بعيداً عن الخقه، اللي دابلن كبدي قلة الحياء اللي صارت اخخ ودي افلت عليهن 😤🔪,OFF,1.0
7148,الهمجيه الزايده من البنات عليه تحوّم الكبد كأنهم ماشافوا خير ابد 😷 ,OFF,1.0
7358,الاصنام اللي لا تكلمو اكثر واحد شقال لهم رتويت انا زين ياحيوانات انا صرت رتويت اكتروني لكم عطوني رتويت 😡😡,OFF,1.0
8721, هذي للحين عايشه وعلى حالها ؟ 😷,NOT_OFF,0.0
6172,  تيتو فيلانوفا ..تاتا مارتينو 😷لويس انريكيإرنستو فالفيرديبعيد عن كل شيء هؤلاء اربع مدربين لم يقدموا نصف ما قدمه غوارديولا مع…,NOT_OFF,0.0
1728, مدري متى العالم يبدا يحترم النفسيات 😤,NOT_OFF,0.0
2036,  هففففففف وبعدين مع مضارطنا الكبار😡 ,NOT_OFF,0.0
259, ليتك تنطم يقال شوفوني يابنات انا احامي عنكم اسلوب غبي قسم 😷,OFF,1.0
10507,اتلم اتلم المتعوس على خايب في الرجا ماردى من الربوط  الا ضمير المنفلت 💩😷,,1.0
4381,وش قلت بعد😠💔!,NOT_OFF,0.0
6730, هزلت والله،الله يأخذ هالعينات بس😷.,OFF,1.0
6185, وليه انتي م تتعلمين 💩👐🏻,NOT_OFF,0.0
3866,نلتزم ونصحي بدري الدكتور يتأخر 😣,NOT_OFF,0.0
966, نزلني هنا🐸,NOT_OFF,0.0
5035,نايس كبس شتا و نسيت جاكيتي ولابسة صوف 🐸  يعني مثل الاسفنجة رح اصير,NOT_OFF,0.0
7204,#بايع_الكليجا تراه وصل الترند من الاستنكار اللي نشوفه مو لجماله 🤨بس انا الان لو اشتهي كليجا صدق😢😬كيف اقول اني مشتهيه كليجا اخاف الحب يزعل عليه  😂😂😂😂 خربتوا عليه 😪 لازم اطلع اسم ثاني للكليجا 😤😂,NOT_OFF,0.0
3142,ما أقول إلا حسبي الله .. لطعة لطعة لطعة فالأخير بدون فايدة 🙂👊🏻,NOT_OFF,0.0
502,والله الجو ناقصه الحب وكرسيين على الشاطئ 💔😣,NOT_OFF,0.0
11341,بايع  بايع  الكليجا 😷 منظر البنات السعوديات وهن متجمعات حوله منظر مقزز 😷 ، اعوذ بالله ماتدري على الانثى ان عزها بعفتها وكبريايها فقط وعدم الالتفات لاي احد,,1.0
1495,#بايع_الكليجا في كل تاق تسب الرجال وتسميهم الشهب ولو شافت زول واحد ضاعت علومها الله يقطع هذي الأشكال ويفكنا منهم😷,OFF,1.0
8771, وصول الباطن والفيصلي لهذه المرحله هذا كله بعد توفيق الله ثم بالدعم اللامحدود من الهيئة العامة للرياضة للاندية بلا تمييز بين الأندية ماعدا الاهلي اللي ماهبطوه 👎🏽,NOT_OFF,0.0
935,#أفضح_معنفك مارح اتكلم عشان مايطلعون لي طالبات مدرستي 💩😂الوكيله معروفه وموجوده لليوم والكل كان يخاف منها حسبي الله عليها لليوم ادعي عليها سببت لي رعب وخوف ايام المتوسط وغيرت المدرسه بسببها .,OFF,1.0
4344,انا صايره تلوع كبدي بسرعة من هالمقاطع ماعاد صرت اتحمل 😷 ,NOT_OFF,0.0
633,وشوبالنسبة للاجازة اللي انا قضيتها نوم وشكلي هكمل اليوم نايمة 😣😣,NOT_OFF,0.0
7999, تخيلي يجيك وافد و يقول الرياض حقنا 🤣👎🏻,NOT_OFF,0.0
9252,تم صرف خصم حوالي 2 جنيه من رصيدك عشان كنت قاعد جنب البنك واحد جاتله رساله خصم وقولتله دي شركه كلها نصابه شكرا 🐸,,1.0
7994, انت بالذات ابيع عليگ دبل الدبل😂👊🏻,NOT_OFF,0.0
9279,قطعتك ضلع الرجوله ي ,,1.0
7411,  إنتم اللي ولاد ستين كلب 🐶إنه رد الزعيم الخالد #جمال_عبدالناصر علي الإذاعة البريطانية 😂👏الله يرحمك .. كنت جريدة حرة و ليس…,OFF,1.0
5710, القصيييممممم غباااااااررررررر😷 ,NOT_OFF,0.0
11288,بصراحه مادري شطبخه بس انا متاكده ان حمود ريكي الكلب هذا ورا السالفة  عزمي  و الا  ام النمران  يالخرفان,,1.0
9194, • انا اول ما ؛ اصحى من النوماجلس مودب حتى لو احد سبني اتكلم  ل لغة العيون  لين الله تعالى يفرجها وتشبك فينا الفيوز وامردغه ” 🔪💣🌚,,1.0
6182,  ليش مابيعملو عيد #الأكل نجتمع بالمطاعم وناكل ببلاش😍بدل عيد #الحب و قلة الأدب😂🐸#سؤال_يراودني😌,NOT_OFF,0.0
6362,  ايات النككككااح بسسسهوله تبين لكك بششريه هالكككتااب..وكلهاا ورا مصالح الذككووووور ..والمفسسر😑😬😣مجنووون بع…,OFF,1.0
4637,#بايع_الكليجايحسسون الواحد انهم كانو يصبحون ويمسون على وجيه تشبه الجزم 🤢🙂  شدعوة اشغلوه بنفسه !!!,OFF,1.0
3187,من غير انهم خلوه يمشي ع الثلج بدون شوز والنومه اللي برا بالثلج يييععع كان دائما يتعب ويجيه برد بسببهم 🙇🏻‍♂️🔪 ,NOT_OFF,0.0
6655, تيب 🙈🙈يخوووف🤢🤢,NOT_OFF,0.0
190,احسه*وبعد اقول فهمتو 😭🔪,NOT_OFF,0.0
2392,  #بايع_الكليجاماشاءالله ترند وشهره عشان بس جماله بعدين اللي يسبون اتركوا الغيره الله جميل يحب الجمال ليش انتم كذا نفسيات 👊🏻,OFF,1.0
10471, بايع الفلافل  الكليجا ترند لرجل عادي جدا url خير يابنات وش تحسون بوة الى صاير صار فيكم لو بس تشوفون قرد فالشارع بتخقون عليه ، ارتقو بتفكيرك شوي عيب واثقلو ترى جاى يترزق الله 😳👎عيب عيب وشق جيب يالي تحبون تسرخوووون 🙄🌚,,1.0
6075, الله يعينك بصراحة😷,NOT_OFF,0.0
10987,النساء فاهمات بس هم قليلات حيا الرجل ما يبقى رجل يخق يغازل عينه طويله من خلقت الدنيا مو غريب لكن انتن ياالي تصورن الرجال ذا وين ووين الحياء والتربية والخوف من الله يابشر 🔪🔪🔪,,1.0
5502,  #سحب_مونديال_قطر تحلمون اللي فيه تفكرون👊🏻 ي التميمي مالها الا دارك بإذن الله 🇶🇦❤️ ,NOT_OFF,0.0
9729,الطريق دلوقتي زحمة فشخ.. احا ايه بملء في 😡,,1.0
6856, الملك يملك كل المقاعد واللذين يجلسون عليها هم دميه ليس إلا! كفانا خداع👎😡 ,OFF,1.0
508, كلاب مجمعه 🐗🐗🐗💩💩💩💩,OFF,1.0
4265,طوبه 😂😂👊 ,NOT_OFF,0.0
9664,لا يلا ارضعي لنفسك ونامي😂👊🏻,,1.0
5242,متخيلين ان الحين المفروض اكون بالسياره راجعه البيتت؟؟؟؟؟؟؟؟؟؟؟؟؟ بس راح اجلس لين ٢ لان عندي اختبببار خخخخخخرا 😡😡😡😡😡😡😡💔,OFF,1.0
7105, هههههههههههههه مو ع حسابي 😤,NOT_OFF,0.0
97,قلتله مسامحه 😣😟انيكلمة وقالها لسانيبس بقلبي شي ثانيمنه تعبانة وخسرني🤣🤣🤣,NOT_OFF,0.0
2528,اون ون اه ويييليي ع الراح هد حيييلليي😣,NOT_OFF,0.0
2424, أزعجت امنا بالعابك 😡😡,OFF,1.0
11318,😂😂😂😂😂😂يخرب الله بيت ابو عقل اللي زي تفكير عقلك لاتكون تحسبنا بهايم يا متخلف!! ترى عندنا حريه زينا زيك نلبس وناكل بالشارع ونضحك😂😂😂😂😂قد كثر ماشفت بتويتر ناس متخلفين فكريا بس مثل تفكيرك ,,1.0
2408, ييااع😂😷,NOT_OFF,0.0
7860, ايطالي ولا معزاية اختارو 😂😂😂😂😂😂😂😂😂😂😂🐐🐐🐐🐐🐐🐐🐐🐐 دخيل معزايتك ما احلاها وقت ترعى بالتايم وتلملم اكلاتها 😂😂😂😂😂😂😂😂🌴🌿☘🍀☘🌿🌿🍃🌴🌾☘🍀🍀🌿,OFF,1.0
4478,  الصخب عموماً🤢.,NOT_OFF,0.0
10046,الاعلامية ليليان lilane daoud ودنك يا جارة حفيدة صهيون اه ايوه 👂ودنك ودن  url ديقربي ايوه كده ايوه ايوه... قربي كمان ك ها …,,1.0
5657,اليووووووووووووووووووووووم خاااااااااااااااايس بشكللللل👎😩,NOT_OFF,0.0
11019,كشخه! اوكي ؟ user 😷😷شكلج ما هيستي على الدول😂,,1.0
2675,#بايع_الكليجا وضع البناتالي صورو 😂😂😂🔪 ,NOT_OFF,0.0
5504, وش فيهم الباكستانيين يابهم جمااااال بعد بعدين شدخل بنات القصيم الجنادرية بالرياض واغلب هاللي مصورين ويراكضون وراه بناتهم 🙃🔪,OFF,1.0
9356,لايك اذا لا شفت اسمك يطري على الوايت البرتقالي 😷 user كلكم نفس المحتوى 💩😷,,1.0
466, ماعندي وقت ارد عليك👞,NOT_OFF,0.0
2162,الله يحوم كبدكم ويأخذه معكم 😷تعدوا الرخص ,OFF,1.0
7038,يعععععععععع حالتكم مستعصية يالسعاودة 😷😷😷 ,OFF,1.0
10528,الرزق مش مصاري بس ممكن رزقك يكون عبارة عن شخص طبيعي يخليك تحمد من ربنا عليها انك مش متزوج حيوان زيه 🐸,,1.0
11369,البومه والغراب والكلب والمكان الخرابه الصفات التي تجمع فيهم كل قبيح 😷,,1.0
1992, الله لايرده لاهو ولا ولده السمسار 👊🏼👊🏼,OFF,1.0
4598,"مادام MBC يبقى "" تبا لك "" 😂😂😂👊🏻 ",OFF,1.0
10000,خليكن دايما ع الخاص😒 عم تتمعشقو تحكي مع حبايبك ببعض🐸تمعشقوا رح تمعشقوا 😂نهايتكم اغنية عراقية وبيبسي هه هههه 😇و بالله ندم وندم و بعدين انتحار💔اه نسيت وبلوك كم …,,1.0
4864, استفراغ😷,NOT_OFF,0.0
9851,اه يسطا ال عم قالي اكدلي انك بتشرب قهوه فواكههاسترجل معايا ياد و اشربها قص👊,,1.0
2906,البنت ال بتلعب ف وش صحابها بألوان الفلوماستر و مسمية نفسها makeup artist كخ يا ماما كخ.🐸,OFF,1.0
10704,😂😂 😂😂😂😂😂😂😂😂😂النقزه الضفدعيه طبعا مهما هم حاولو من التمثيل لابد يطلع العرق الاصيل url  النقزه  الضفدعيه 🐸🐸🐸🐸,,1.0
10018,الخرفان بتلبس كم فروة حضرتك ؟ 🐑🐑🐑,,1.0
428,  اهينك ديوثي قدام محارمك واخنث فيككك واركب فوقك وادخل زبي بخرقكك واخلي اختك تصورني وانا انيك فيك بكسر عينك واروضكك يكلب 💋🖕👅💏 ht…,OFF,1.0
11181,اعرف مقامك ياكلب  url 💜👍🏻 سكس  سكس  عنيف سادي  عمه  ترويض  كلب  نيك خلفي  طيز url  زب  url لحس  مص  ذل  انحراف  مطيع   كلاب  مز اربعيني  ساديه  بدون عنف  فحل  ك …,,1.0
1543, No الانجليز 👊👊,NOT_OFF,0.0
6813,#بايع_الكليجا منظر البنات وهن متجمعات حوله منظر مقزز 😷 اعوذ بالله ماتدري الانثى ان عزها بعفتها وكبريائها وعدم الالتفات لأي احد,OFF,1.0
10829,الله الله الله الله ماشاء الله تجيب كلام مثل الكافر يقولك اتحداك تعيش من جسمك غير جسم المراة هذي الكلام كله مردود عليه عنده مريض 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,,1.0
2780, ليه الزرف 😡,OFF,1.0
3308,المشاهيرين.المتحرشين 😷 ينفضحو واحد ورا واحد كم عدد.الي انفضخو لحد الان صدمة!!!! وكلهم اجاشيين ييييععععع,OFF,1.0
6644, تخسي ذي من بناتنا 👞,OFF,1.0
1745, اوهه قويي تعرف تقول على زق اقول انقلع بس 🙂🖕🏼,OFF,1.0
9013,لما تشوفني في الشارع والنبي ونبي بلاش تسلم وتعدي عليا بطرف رمش ف عينك يا اما تسلم عدل ، يا تبص قدامك ومتورنيش خلقتك🐸,,1.0
7360, فضيحه الله لايفضحنا😷😂😂😂😂,OFF,1.0
5160,ابو النحس عندي نموذجين اخر شي طلع امتحاني نموذج ثالث ☺️👎🏻,NOT_OFF,0.0
6395, يع شنو هذي !! شتبين الحين؟؟ شنو السالفه! روحي موتي يلا . 😷😷,OFF,1.0
1030, يسلم عمرك ،، بدي اخلص كم شغلة واروح 😣,NOT_OFF,0.0
872,*السكينه ورا ضهرها 🔪 ,NOT_OFF,0.0
5483, عسى انا منهم 😡😬😠😕 وجعة بليس,NOT_OFF,0.0
7091,أو نشيل صوره الواتس 🐸 ,NOT_OFF,0.0
6498,ساعتين 🐶,NOT_OFF,0.0
2240, 😂😂😂 تذكرت المجوسي الأكبرالكافر  خامئني ما أخذ عمره ولا حجه من ولد الى يومه هذا العاهر وينتقدون فريضة الحج. فتواهم دفع الخمس اهم من الحج. ياعيال شريفه و🍌🍌🐒🐒الحمدين دونكيين.,OFF,1.0
3667,شنو هالبنات اللي فصخن الحياء يتغزلن ببائع الكليجة وهذا أنا أزين منه محد تغزل فيني😏عمى بعينكن ماتستحن👊,OFF,1.0
4084, ايه طاقع وماقع ونهار ابوكي والع دي!!يبنتي خشي المطبخ خشي المطبخ جتك القرف💩,OFF,1.0
10185,ياكدابه انا لسه كنت شايفاها رايح على رحلات على مصر للطيران😡,,1.0
8684,بطنى يتوجعنى اكتر ماباكل والله تعبت 😷😭,NOT_OFF,0.0
254, تم 😣 😣 😣 😣 😣,NOT_OFF,0.0
7591,#بايع_الكليجا هي كلمة حق الجميل جميل يكفي أنه مسلم سعودي ومن اهل القصيم ...افضل من اللي خقوا على بنت ترامب وغيرها من الكفار🔪,OFF,1.0
4550,ياربي من الصباح تطلع بوجهي ناس تقول شيخه حشي فيني 😷😷,NOT_OFF,0.0
10961,الله ﻻ يقرف الجامعه غثاثتك😤😤😤😤😤😤,,1.0
6234,الــنساء كالفــواكـه..  لكل إمرأه طعم ولـون مميز..بس المشكله الرجال يحبوا (سـلطه فواكهه)😂😂😂😂👊,NOT_OFF,0.0
10734,اهلا وليد شكرا دكتور على المعلومة👏🏻 ، وخليك من هذة الفية المريضة فكريا 💨👞.,,1.0
1302,  أنا ضد طلال مداح لمّا قالأحبك لو تحب غيريأنا هنا أدفنّكم مع بعض والله 🚶🔇🌚😠👌🔪🏻,NOT_OFF,0.0
3776, اكره فاطمه احمد 😤😷,OFF,1.0
2503,#حياتك23تقولون رائد أخذ جوال عبدالعزيز كدينا خير 😤💆‍♀️,NOT_OFF,0.0
10737, داليا سعيد  مباركمتقمصه دور الامريكيه خالص 😷,,1.0
11222,هاشم يبيك روحي معه هذا دفعه واحد مرجي في والهواء شرجي👊🏻👊🏻,,1.0
2108,يالله صباح خير! 😷,NOT_OFF,0.0
3588, والله يا اسلوبك يحوم الكبد 🤮 ,NOT_OFF,0.0
9211,ريحه كرسي السواق سببت وتسبب لي صداع بالمخيخ😷,,1.0
6981,#بايع_الكليجابالنسبة لي ..مستحيل اتزوج بنت ذهبت الى هذا المكان 👎🏻,NOT_OFF,0.0
3527, دوبي طالعهه الححين 😤😤,NOT_OFF,0.0
3310, انا  راح ابيع بليلة  وفشار من اليوم   ياويل اللي تشتري وماتصورني 😠,NOT_OFF,0.0
8456, لاااا والغسمه😠,NOT_OFF,0.0
6942, في عينك👊,NOT_OFF,0.0
5863,في مكان عملي للأسف لا قيمة للعلم والتعليم .. أصبحت المعلمة المهتمة بمادتها العلمية ع الهامش  .. كل الإهتمام والشكر والتحفيز والتلميع والتكريم للمعلمات المهتمات بالبرامج والأنشطة فقط ..!!!👎🏻#فساد_التعليم,NOT_OFF,0.0
4471, يعني اللي بياخذك خبيث زيك هههه👊,OFF,1.0
5663,صحيح جرحك هدني اي هذا بالبدايه 👊🏻مادام تحجي بظهري يعني تضل ورايه 👌🏼,NOT_OFF,0.0
5474, ليش تقول يا خدمي ثمن كلامكانتوا كذه يـ🐸🐸🐸 تطولون السنتكم وتنسون ان الناس تعرف ترد,OFF,1.0
2637,#صلاه_الجنازه_القادمه_انت.                             شسووي يعنيي اروحح احفر قبري مثلا وادفن نفسي 🙄🏃🏻‍♀️🔪,NOT_OFF,0.0
10400,اسحب كلامي قرف بصري بصري ,,1.0
10575,مدري دحين كيف عقلي بيطيق يجلس طفل جنبك ما يحيمن غير ما يسفخك كف ينفل اسنانك 😡,,1.0
10256,قبيح الوجه هو نفسه قبيح من الكلام.. لذلك س اقول لكل قذر معفن مثلك. الخلا يا حفيد مسيلمة. نقول الله يقول التاريخ يقول وانا ءجيب لك فيديو. بكل تاكيد لانك انت لا يمكن تقرا التاريخ لان تاريخ جدك بن مسيلمة يقول انه اوحي اليه قران ناطق غير قران محمد المختار المصطفى الهاشمي. ياا عما الدحديرة يا سفير مسيلمة. 🔫💃💩,,1.0
7124,  اذا لعبت اونلاين وطلع الي ضدي صديقي 😂👍👊 ,NOT_OFF,0.0
7850,  #بايع_الكليجايع عليكم ي مخفات يارخيصات الله يخلف ع اهاليكم الوحده لاعاد تفكر لاباهلها ولابربها اهم شي تتبع غريزتها 🤢😷ا…,OFF,1.0
5829, وقت بدل ضايع 4 دقايق وحكم صفر في دقيقه 95  ! لما سجل صحم صفر 😡😠الرجاء النظر في مثل ها حكام !!!! ,OFF,1.0
9238,🐸 زارفينه قالوا م يخاف تبونه م ينجلط.. شاف نفسه صغير قال الدنيا خربانة خربانة ههههههههههههههه,,1.0
8020, وال  حشه شكلها😂👊🏻,NOT_OFF,0.0
6523, خليك في بلدك الاصلي يا مشرد بكره مالك مكان انت وامثالك في قطر وبترجع للزبالة الي طلعت منها👞,OFF,1.0
4719, تحيه للطياريين ..إبداع ..😍😍🙋😷✋,NOT_OFF,0.0
2504,#بايع_الكليجا : صرت أستانس إذا واحد تكلم على  السعوديات من بعد ما كنت أزعل ودي أطعن نفسي كنت على نيتي 👀🔪,NOT_OFF,0.0
5370, ف ضهرك😂😂😂😂😂🐒,NOT_OFF,0.0
6457, انتم مركزين على هذي الشياء اتافه.  تقول لكم مهجوره جعلكم الهجرررر 😡,OFF,1.0
9429,مش كفاية انك تكون بتقرا ال final slides يا مش دكتور يا محترم كمان مش تبقى عارف تقراها 😡,,1.0
3043,ويلا غور ياض من وشي 😂😂👊 ,OFF,1.0
9682,يعني والله اللي مسوي بياخذك خبيث زيك هههه👊,,1.0
1786,#بايع_الكليجا😠استغفر الله البنات كانوا مره اوفر  😉بس صراحه هو مزيون😂,NOT_OFF,0.0
3068, والله لو اعطيتوني المبلغ ماأرسلت لك ربع رسالة فتاكدوا من معلوماتكم المغلوط فيها ..صدقني اول مايوصلني المبلغ انا راح امسح الموقع هذا من جوالي للابد وش تبغى اكثر من كذا 😤,OFF,1.0
7118, عفوية !! علموا أولادكم كيف يكونون عبيدا مثلكم 🤮🤮🤮,OFF,1.0
1932, الله يهديج بس👎🏻 كل واحد وفكره أنا اترفع بنفسي عنج وعن اسلوبج والحمدلله كلنا قطريات ماقلنا اللي تقولينه وهدي عنج هالسوالف وايد ابرك لج لانج بتدخلين في متاهات انتي مب قدها🚫,NOT_OFF,0.0
2065,#بايع_الكليجاأول الداشر منبوذ من الجميع الآن المؤدب أصبح عمله نادره😣,OFF,1.0
6586, ابشري 😂👊🏻,NOT_OFF,0.0
4151,هالأبوجكتف حالف مايخش راسي😡,NOT_OFF,0.0
10644, اليوم واحد  وبكره الاثنينوقاحه مابعدها ؟ وقاحه ؟! 😷,,1.0
2032,الانثى 👩 الحساسه هي اكثر النساء براءه واكثرهم بساطه...☺️🦄💜,NOT_OFF,0.0
9215, يا بايع  الكليجا url هي كلمة حق والوجه الجميل جميل يكفي انه مسلم عربي سعودي ومن اهل القصيم... افضل من اللي خقوا كثير على بنت عمك ترامب وغيرها الكثير من الكفار🔪,,1.0
10238,المشاهير السعوديين يضحكون على ثقافة اللي يمشون من ورى القطيع وهما اللي يدعموا ثقافة القطيع👎🏻,,1.0
9077,اذا ما طلقك ولا طلع بيكون مثل خوينا ذا 👈🏻🐑,,1.0
9087,يخرب ام بيت استفزازك يا ي اخي 😡حتى يعني صرصار صغير يتصور صورة مع صلاح وماني وانا لا😭انا اولى بالصورة دي😦بجد حرااام يعني 😞,,1.0
7630,والله مقطع حق الكليجا فضيحة بنقولها لاحفادنا 🤢,NOT_OFF,0.0
7372, وربي فشششششله خروفااااات صحيح من قال الي استحوا ماااتوا 👎🏻,OFF,1.0
11176,افف 😭😭😭تدورين حرش 😡 ، بس لا اقصد شذا الغباء الكريه يارب فهمتي,,1.0
1855,سعر الطماط في الدانوب دبل سعره في العثيم وبنده واسواق المزرعه والعثيم عرض عندهم كيلو عليك وكيلو علينا هذا سعر الطماط اجل كيف اسعار الخضار الثانيه الدانوب في العروض 👎🏻للاسف اني من الناس الي راح تقاطع الدانوب ,NOT_OFF,0.0
