tweet,hs_label,label
😒 عني انا كنت صادقه وبقره حاره بنفس الوقت 😂😂 حتى اول يوم سحب فلان من وظيفته كنت اساله شهريا ما افعل رقم خدمة جواله بعد ست سنوات اكتشفت ان عنده بقره ثانيه 😂😂 تفو علي وعليهم 😤👊🏻 حبالانترنتصدقاوكذب,,1.0
اشمئزاز عظيم جدا جدا من البنت إللي تقبل بنت في رقبتها 😤😒,NOT_HS,0.0
لتشـييگ مـزآرعگم 4322456788 🔨🔨🔨🔪😂😂👌,NOT_HS,0.0
شهيد 😢😡,NOT_HS,0.0
هذا من 🔪🔪🔪🔪,NOT_HS,0.0
لك انا الزلمة يحلفون بأسمي 🌚😡,NOT_HS,0.0
اقرا التاريخ كامل ياطحلب 💙 🐸🐸 قبل ماتتكلم لاتتكلم على اسيادك 💙🔥💛,,1.0
مقرف البنات وبسس انتهى ي بنات خقينا وخلاص ، مو لدرجه ذيي بس والله انكم مسخرهه 😒👊,,1.0
بايعالكليجا قليلات ، ادب و مشفوحات user فشلتنا الله يفشلكن هه 👊🏼👊🏼,,1.0
للجادين فقط من الكويت الممحونين والممحونات يلا 😎👊🏻 توب فحل موجب سالب بوتوم سالب قحبه خنيث مبادل جنس ديوث جنوس فرخ محلوه نيج نياجه سكس مص لحس عير ممحون زب طيز مكوه ممحون مشتهي عم عنيف عنف مطيع سكس الجهراء العاشرة الكويت الكويت الرابعة سادي حنان ضعيف مجسم متين فحل انحراف,,1.0
url عندما تتجلى حقاره كلاب عزمي وقطرايييل 👎,,1.0
شف الهندي يجري وال 🐑 يناظره وش فيه صار اهبل المسكين ذا 😂 😂,,1.0
بعض البنات صدق عار وعوار ترفع الضغط مستغله عدم النقاب وتلاحق الشباب والبنات وتحجر لهم حتى وهي في الاصنصيرات ويجونك بعدين ان اللي تكشف النقاب هي اللي فتنه وتبي العالم تلفت خير والله ان فيه بعض المنقبات واللي عباية راس انها اخبث وانقى من ذا الخبث تلقاها في اكثر العزايم في حمامات المولات مستشفيات مستغله كل الفرص 😡 بايعالكليجا,,1.0
قطع صوتك والله 😘🔪,NOT_HS,0.0
تعريف الطبيب الشعبي السوداني هو كاين نصف حى ميت 👻 بس شبه ميت ميت 💀 مطحون دراسيا 📚 مخنوق يوميا 😤 مقهور منهجيا 😫 ومن كتر الضغط والسكر اصبح غبيا 😰 وبعد كده ال,,1.0
شباب كلوا زق لاتسوون يعنني كويسين وتنصحون وانتم قد ما تخرفنتوا خرفنه جماعيه مالت ع ايڤانكا عاد الحين صاروا البنات كلهم بنات قليلات ادب وبعدين عشان هذا مب عاجبهم تستقحبون بعض انتم عادي بس باقي البنات لا تف عليكم والله 🖕🏻 بايعالكليجا,,1.0
ايواا هي نجي نتغذا وصافي 😋👊🏼 حفصه باقا كتشخر 😴😪😂,NOT_HS,0.0
يرشون ماي و حاطين اغاني عراقيه لا التصرف مو حلو كلش و لا background اللي حاطينه بعد حلو مادري صج احنا متحررين من فيتنام ولا ناس ما تستحي ابد 😡😡😡,,1.0
غالبيتكم عملاء للصهاينة لذا الاحتلال جاثم فوق اعناق رووسكم جميعا 😡👎,,1.0
بالامس تطالب ايران الارهابيين بضرب القوات الاماراتية والان اصبحت تقول الاخوه في الامارات من هنا اختلط دمه بدماء شهداء التحالف في جبهات الشرف هم الاخوه اين انتم من اخوان شريفة شريفة 👎,,1.0
اللهم احفظنا 😂😂😂😂😤😤,NOT_HS,0.0
اشوف رموشها من تحت النظاره بلا استعباط 😡,NOT_HS,0.0
مستعد اطلع من اليورباليغ ضد أرسنال التافهه بس نفوز المباراتين الجاية لاتسيو انتر 😷,HS3,1.0
انا بعد مصخنً 😩 والدنيا مصخنه فيني وتوترمصخنً كل ما حولي يوحي صخونه 🤒😷,NOT_HS,0.0
صداع الدوام لو تشرب برميل قهوة ماراح 😣,NOT_HS,0.0
اذا صار المحامي ينسجن 🔗 [UNK] ومريض السرطان يعتصم بالسجن 😷 لا واللي ما معو قرش بيقول يسحج 👏 اكيد انت بالاردن,,1.0
الرزق مش مصاري بس ممكن رزقك يكون عبارة عن شخص يخليك تحمد ربنا إنك مش حيوان زيه 🐸,NOT_HS,0.0
حسبي الله فشلتوووونا والله حسستوني انه ماعمركم شفتو اي احد فيكم حلوو ☹ مسخره والله مصخره ماعاد في حيا 😡 الرجال استحى وانت وقحات حطو نفسكم مكان حرمتوو الناس يا تافهات 😤 😡 بايعالكليجا,,1.0
كنت زعلانه من ابوي ما يبيني اروح الجنادريه مع صديقاتي ولا معه حتى بعد هالاشكال الحمدلله اني ما رحت والحمدلله انه رافض الوضع واضح انه ملحجة 🤢,NOT_HS,0.0
مجتمع عربي متخلف 😷,,1.0
مع اني ضد الي صار من البنات لكن كل شي ولااستشراف خرفان ايفانكا وحليمه بولند لاتوطوطون التاق تراكم مثلهم واردى 🔪 بايعالكليجا,NOT_HS,0.0
الصامولي هذا عيش ثانيا واحد غنى عليها اغنيه سخيفه جججدددا 🤮🤮🤮,NOT_HS,0.0
شوف من عم يحاربني اذا فضحت هذه الحسابات الاستخباراتية المشبوهة التي تنشر العنصرية والفتنة في بلادنا معرف اخونجي تكفيري ارهابي مستاجر من جماعة تنظيم الارهابي القاعدة فرع النصرة حساب ينتحل شخصية اسم مراة سعودية الخلااا يا كلب 👞 = = = = = = = = = = [UNK] ccسجل يا بوق طراد 🙂 هويهالحجاز العربي الحجازالسعودي,,1.0
احنا رييسنا يلبس الى عايزه والي عنده مرشد منقلب يلمه ، والسلام بقي عليكم وعلينا ورحمه الله وبركاتة وبركاته 😠😠😠,,1.0
حب من غير ماتتعلق 👍 وصاحب من غير ماتدي امان ☺ ومهما وقعت موت وانت واقف على رجليك 👊,NOT_HS,0.0
أبو بلاش كتر منه وكتر من السرقة الغاز غاز اليمن ولد زايد ولد سلمان وأبوه حاربهم علشان عينهم على خير اليمن الحرامية وش اترجى منهم الود ودهم يسرقون قطر والخليج كله بس امعصي على شواربهم اللي مب على راجل جعل بطونهم الشق 😁😷🇦🇪☝️🇸🇦,HS1,1.0
… يا امة ضحكت … من [UNK] جهلها الامم 👎 بايعالكليجا,,1.0
ههههههههههههههههه  حالتك مستعصيه  ومتناقضه  فالانسان مشتق من النسيان  وليس لعدم النسيان  والعفو من الله لعباده  وعباده لعباده  وربي م يخلق سيئ  اسئتي لنفسك ووضعتي اسائتك من خلق الكريم 👎,NOT_HS,0.0
تصدق ياد صحبامارة ان السعودية العظمى كل يوم تكلم ترامب وتترجاه يتوسط بينها وبين دولة قطرلا والبحرين كمان فالسعودية جابت مرتزقة عشان اردوغان عشان يعرفو يحموهاوالامارات عملت معهم معاهدة مع شريفة عشان تعرف تحرسهاوالمصريين خايفين تميم يكشر عن انيابه السعودية ويحتلها في نص ساعةتكلم كانك خروووووف [UNK],,1.0
بايعالكليجا قلبي مممعاد به بناتت م يستحون مني 🔪🔪🔪,,1.0
مازال الغثيان مُستمر 😷,NOT_HS,0.0
حتى العطور 😠,NOT_HS,0.0
 داليامبارك وش هالقرف 😷 على بالي ثقيله,NOT_HS,0.0
ام شوشه لها الجنه ان شاءالله لانها مقابلتك 👊,NOT_HS,0.0
انتي بتفضحي البت هنا عشان مش هتشوفها 👊😂😂😂😂😂😂😂😂,NOT_HS,0.0
تركت كل كراسي الجامعة واجت تعلك بصوت فوق راسي 😡👊🏻,NOT_HS,0.0
الجلبريك بس اختيارك لثيم 👎,NOT_HS,0.0
يوه بنت متوسطط 😖😖😖😷😷😷 خلص تابعيها لمين بكره,NOT_HS,0.0
اوفففففر عااد ؟ 😡 بعض حركات الحريم مادري بهم لا شفاحه نفس ولا قلة ادددب عيب والله,,1.0
متبصش عالصورة اللي ورا اوعى ولا تاخد بالك من وراها علم المملكه السعوديه المهم يبقى الخليفة 🐒 غان,,1.0
حشيش ايه استغفر ء الله العظيم و بعدين انا انا مالي و مال ماتش الزمالك ما تكسم الزمالك يابني برحتك 😂😂👊,,1.0
تسلط علي سواق شركة شحن يرسلي فويس وهو مزكم ياللله على كميت التسحيب والاصوات الفويس نصه يسولف والنص الثاني يشفط 😷,NOT_HS,0.0
يتكلم عن نفسه 😂👎🏻,NOT_HS,0.0
جمهورنا جمهور تويتر 👎 حتى لو وفروا 60 الف علم كيف تتوزع وحضورنا 20 الف مشجع  لو جمهور الاهلي في ج ,NOT_HS,0.0
يبقي طبيعي من غير نفوذ ده جماعه وسخه user صناعه انجليزية ودعم صهيونيه 🐑🐑,,1.0
رجاجيل عجايز اخر زمن 😣,,1.0
فعلا يا امة امة url ضحكت من جهلها الامم 👎 بايعالكليجا,,1.0
إذا ضاعت رَهبة المعصيّة حَلّ مكانها أُلفتها  و إذا ألفت المعصية  ضِعت أنت 👌💔😶👎💔😞,NOT_HS,0.0
كثرت التوت  ذحين ها كيف تشربه 😡,NOT_HS,0.0
يويلي 😣💙💙💙,NOT_HS,0.0
عرب فاشلين توكل توكل على وجه الله بعد المسلسلات الامريكيه اتابع مسلسل عرب الى الجحيم ياشيخ 💩,,1.0
مش لجان يامتخلفهدول مصريين وطنيين فهم يعرفون قيمه بلدهم وخطوره المرحله التي تمر بهاواذا اذا كانت عقولهم مهتريه كما كنتي تقولين يادكتور فهذا رايك الذي لاقيمه له لا علي الاطلاق لقد تم طردك لان المصريين يعلمون انكي هذا تعملين ضمن اجنده تركيه قذره الهدف منها زعزعه امن اسراييل واستقرار اوضاع البلد مصرحتي يامصر اسالي كلاب قناه العربي 👊,,1.0
الله يلعععننهممم وربي كلاب ابو نتهم المخيس الكلب 😡😡😡😡🖕🏾,NOT_HS,0.0
هو صدق اصلا للحين في رجال فالملعب الحين يمديهم حسموا الدوري من القسم التمهيدي الاول بالدوري والحين رايحين فيها حتى فوز واحد بالملعنه ، مع هزايم بالجملة وتعادلات 👎 بعزيمهالرجالالدوريللهلال,,1.0
وعععععع 😷😷 بايعالكليجا,NOT_HS,0.0
صدق انك ماتستحي والدين ماخذه على كيفك مين انت عشان تقول حلال وحرام كلهم غلطانين تحبون تساوون الرجال بالمرأه ولاتشبهه الرسول صلى الله عليه وسلم فيكم 👊🏻,NOT_HS,0.0
مره اوفر 😷😷😒,NOT_HS,0.0
فضحتونا الله يفضحكم يا شيخ خفيفات كانكم اطفال ماعمركم شفتو ولد عمك مزيون اوفر اللي تشوفونه جالس يصير تفووو عليكم يالمخفات هالعقليات المريضه والمشكله ماتمثل السعوديات كلهم فعلا مشفوحااات وتفو عيني على اللي باقي جالس معهم ينشر ويرسل اخبار زي كذا لا ويبي يرجع على سوقهم بالمشاهدات 🔪 بايعالكليجا,,1.0
يا بنك الرياض فكونوا منكم حرامية نصابين 😷 نصابين خلونا خلونا نستلم الصندوق التنمية العقارية العقاري هذا المبلغ كامل من الصندوق نفسة 500000 50 الف عدا ونقدا من دون فوايد تكفون جعلكم ماتعينون معوضين خير يارب,,1.0
اكتب اسمك وشوف انت ايش بالنسبه للقروب 😂😭 كل واحد يصور الشاشه ويرسل بكل أمانة 😂😂💔🙊🌚🙉 منيره,NOT_HS,0.0
كلنا عارفين انو رومان بيفوز لكن طريقة فوزه هي اللي غاثتني  سترومان اللي أقصى ٥ مصارعين مو قادر على رينز  كل هالتصخيم عشان رينز 👎 تصبحون على خير,NOT_HS,0.0
تحمل ذات من الصفات من افراد فصيلة الذبابيه والترقيه حثيليات العصر واهم شي نفس القبيله ذباباويه 😷,,1.0
اسمعو يا هووه ياناس انتم في ملعب هذا مو ارضية مستنقع 😂😂😂😂😂 يا ابو ليل 😂😂 وربي اكثر حيوان مظلوم هو الاسد 🐸🐸😂😂,,1.0
وووويع بالتوفيق لمزروعي واماراتي [UNK] user خله لك ي عديم النثيه,,1.0
امحق منشن 🤦🏻‍♀️👊🏼😤,NOT_HS,0.0
يموتون لو ماينقصون اصلاً 😣😔,NOT_HS,0.0
حسبي ع الله فشلتوووونا حسستوني ماعمركم عمركم شفتو احد قلبه حلوو زيي ☹ مسخره ياناس والله ماعاد خلت في قلوبكم حيا الرجال استحى وانت وقحات معه حطو نفسكم مكان حرمتوو يا تافهات 😡 بايعالكليجا,,1.0
يعتمد على الشخص الي طالب البيت 😂😂😂😂😂 يمكن يكون 💩 و يمكن ⭐️,NOT_HS,0.0
 بايعالكليجا خلاص يامتخلفات ياغبيات ياخروفات الرجال يدور رزقه مابيتزوجكم 🤮,HS6,1.0
اه ياشييينك تعال تكفا وحاطلي تعداد بعد user [UNK] ماهي من قلة الرزانه ولا العقل ولا منطق ابد ابدددداااااا بنات يتجمهرون ويدعون ع رجال مافيه منهم اي شي حياا لدرجة صار يغطي ملامح وجهه لو هو اللي مسوي العكس كان قلت تحرش يالنسونجي,,1.0
انت بتردهالي 😒 انا اللي ارخم بس 👊😂😂😂😂,NOT_HS,0.0
والله فشلونا حسبي الله عليهم من بنات 😣😣 ترا ترا محنا كذا كلنا هاذي عينه تعبانه 😭 وين الحياء ان الرجال استحى وهم لا وتصوير وغزل كذا عيني عينك 😤 الله ياخذهم ياخذهن,,1.0
التمارين في تيزك 😷,NOT_HS,0.0
شاطر 😂😂😂😂😂😂😂 جدال طفل 🖕,NOT_HS,0.0
اي والله اهدا من كذا 😂😂😂😂🔪,NOT_HS,0.0
معقوله وصلو ذي المرحله البنات 🤢🤢🤢,NOT_HS,0.0
ع مدرستك وانت ساكت 😷,NOT_HS,0.0
بما انه وغيره كان عندهم مصطلع عبده الرجال في السنتهم هو الان بعد عبد للمراة شي اللي موب طبيعي ومن التبريرات الغبيه اللي كان يقولها 👎😒,,1.0
صديقاتي اليوم مدري منفسين بزياده ولا انا اللي دمي ثقيل 🤢🙂,NOT_HS,0.0
انتي كنتي موجوده 👊🏼💕 ما شفتك ,NOT_HS,0.0
user انا عفاشيه اصليه ❤❤❤❤❤ و ماني مثل العبديات هذيلا 😷😷😷,,1.0
 صلاهالجنازهالقادمهانت  بسم الله علي  الله يحفظني بحفظه  الله يطول بعمري ويعطيني الصحه والعافيه  ويسعدني في الدنيا والاخره  ياللي ماتعرف تتكلم يا صاحب الهشتاق 😡,NOT_HS,0.0
يخقون بشكل اوووفر 😷,NOT_HS,0.0
خدوا بالكم من لعبة السلايم اللى انتشرت فى ايد اطفالنا ارموها فورااااا 🙉,NOT_HS,0.0
ده فين الطريق دهيا بختك يا عم 😕😕 الدنيا مقفولة معايا خالص 😣😣,NOT_HS,0.0
نفسيتي هتتحسن جدااااا لو بقا عندي كلب جولدن فحياتي 🐶,NOT_HS,0.0
اقل من عادي ومو حلو وقلة حيا في البنات احس صدق انهم بنات متوسط اتفشلت خلاص ومالي ومالي دخل الله بس يفشلكم ياخي وش ذا القرف ؟ 😷😷 بايعالكليجا,,1.0
بنات الشعبه عندهم وسواس قهري في المواد يسألون عن تفاصيل التفاصيل 😷😷😷 خصوصا وحده تحب توسوس نفسي اصفقها,NOT_HS,0.0
اسوا اصدقاالوناسهوينهم البنات اخبث الصداقات صداقات الاولاد البناتعندها استعداد انو تقلب على صاحبتها عشان فستان 😷,,1.0
منظمة تجسسيه عالمية بعنوان كاذب فشلت الجهود في سبيل الدفاع عن حقوق الحيوان الانسان واتجهت بالدفاع عن حقوق الحيوان 👎😂🤣😂,,1.0
 انامشحتجوزعلشانمبعرفش افتح مواضيع 😂😂👊✋💔,NOT_HS,0.0
يرجال وش تقول انت 😂😂 من السنه الي طافت واضحه وواضح ان الزبال الي تشجعه هو مينڤنت المينيا وكل عرض البصقه عليه وعلى من هم على شاكلته من المنفوخين الزبالين 😷,HS5,1.0
ومال عادل بقي انت محمود 😛😛😅😅👊👊,NOT_HS,0.0
استغفر الله كمية انحطاط في الهاشتاق 😷,NOT_HS,0.0
يملا البعد 😣 ماقصد شين وربي 😥,NOT_HS,0.0
وتجي عينه من عينات الحريم لعنها الله بالدنيا والاخره تطلب من زوجها غرض تافه ب7000 ريال وزوجها راتبه ما يتعدى هالمبلغ هالحركه تحرني وتقهرني 😡,HS6,1.0
غالية 160 دينار 😣,NOT_HS,0.0
خراء عليه وعلى عقله المخصي 👊🏻,NOT_HS,0.0
😂🚶 مانتي هتبقي مكانهم في يوم من الايام 😐💔 وهتعزميني كمان 😣,NOT_HS,0.0
افا ي بنات وانا صغيره اقول البنات المزز شحليلهم مايتخرفنون ثقال طلعتو انتي اخس والعن من العيال [UNK] ، بايعالكليجا,,1.0
كبريائي 👎🏻👎🏻,NOT_HS,0.0
 بايعالكليجا وددددددووووني الجنااااددريههه 😡😡,NOT_HS,0.0
افااااا من الصبح اسولف معها 😹😹🙉 وش تبي بعد,NOT_HS,0.0
والله ي الاعزاز شعبنا مع احترامي للزين اكبر منافق ب كرت ابو الخمسة يبع صوته 😡😡😡,HS1,1.0
ارحمى نفسك بقى 👊,NOT_HS,0.0
بس لازم تلبس 🎧 بدال ال 😷,NOT_HS,0.0
الدب هذا ماخذن القرارات قدحه من راسه حسبي الله عليك ويارب نشوف عواقب هالقرارات فيك عاجلاً غير أجل وبإذن الله تنكشف كل الاعيبك 👊🏻,NOT_HS,0.0
 انا مش همسك في حد تاني اللي عايز يخرج من حياتي يتفضل 🐸🚬=😂😂👇,NOT_HS,0.0
يحوم كبدي الشعر اللي يوصل لاخر الظهر حتى لو كان الشعر حلو 😷,NOT_HS,0.0
العكيدات فشلونه بالديره 😡,NOT_HS,0.0
بايعالكليجاقسم با دين الله عيبييييييييب url الي انا قاعد يصير ضحكتو بيروح علينا كاس العالم انتوا ياشباب خاقين مع بنت وحده اما يا بنات خاقات على واحد مالكم اي هدف با الحياة 👎🏻,,1.0
لا الحفرة 👊👊😎😎😂😂😂,NOT_HS,0.0
انامشحتجوزعلشان خلاص الرجاله بقت ملهاش امان 👊,,1.0
لازل العضو الحقير الحوتيزرع الفتنه بين الشعباعتقد اوسخ عضوب تاريخ المجالسقدام الشيك يصير 🐕 كثر ماتقول قذر اشويهحسب ,NOT_HS,0.0
اما تو متش صار فيه ترند 😂😂😂 بعدين الحين اللي عندنا يسبون في حواجب البنات هههيييييي جد ترا ما اذكر سووا شي بس عشان علقوا وقالوا جميل حسستوني انهم متصورين بحضنه 😒🔪🔪 ي بايعالكليجا,,1.0
انا كنت مدمنة انستقرام الله لايرويك مافيه احد ماتابعه والحين متوهقه الحساب مليان 😣😭,NOT_HS,0.0
ياعم وين المتعه هو وين النجوميه 😂😂 الله يتقبل منه وهذا مستواه والله انه مو لاعب الا فريق عامل مع السباك الجبان ريبوف والله يعيروا الزين ويجيبوا هذا العاهه 😤,,1.0
الله يعينكم على شر انفسكم يعني صدق انكم قليلات ، ادب وماتربيتوا صح ؟ 😤👊🏻👊🏻,,1.0
[UNK] وووويع لمزروعي واماراتي الامارات [UNK] user خله لك ي النثيه,,1.0
السلام عليكم  صباح الخير  محد راح يرد طبعا كالعادة 🙈 يبيلكم 💣🔪☺️,NOT_HS,0.0
بايعالكليجا url مجانين شعب ناشف مخه مو كله شايف خير وعينه اليمنى فارغة 👎🏻 😂😂 ههههههههههههههههههههههههه 😂 😂😂,,1.0
صوووتها لحاله بيخليك تستفتفرررررغ 🤮🤮🤮,NOT_HS,0.0
انقذو راعي الكليجا مسكين طالب ربه الستر والرزق والله لا يعينه على دينه هالنوعيات اللي فالثانويه مراهقات لو شافوا لعبة قطاوه او تبيع يصوروها لاحياء ولاشيمه 👎🏻 بايعالكليجا,,1.0
عندما تتجلى حقاره عزمي وقطرائييل 👎,HS1,1.0
تخيلو البنات يعلقون على اخبار المباريات ؟ ☺ واااو هدف بيبي كيوت يجنن ياربيہ ذاعت عين الفرسہ بنت ذربہ ركنيہ كرت احمر احمر مثل اي لون مناكيري [UNK] تبديل اذتراري بسبب ااسابہ اللاعب رقم ثري ويتيح اللاعب ع الارذ والله حييام ☺ اللي م قلد التعليق مجنون 👊🏼👊🏼😂,,1.0
تكفى لا تذكرني بصوتك 😷😷😷,NOT_HS,0.0
في اغنيه يمنيه معلقة براسي المشكله مو هنا  المشكله في ان اللي يغنيها مخزن قات بفمه كبر راسه وقادر يغني بحب و طبقات واتقان  كيف يقدر يغني بدون مايشرق 🐒,NOT_HS,0.0
بالمناسبة كاتب البيت غلط 👊,NOT_HS,0.0
ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبةهكذا هن النساء 😇😅 ويجيك واحد يقول  ابي وحدة تفهمني 😣 خل تفهم نفسها بالاول  ع ,HS6,1.0
زاد عن حده الموضوع الله ياخذكم 😷😷😷😷 بايعالكليجا,NOT_HS,0.0
الحمدالله ما اتابع هالأشكال 😷,NOT_HS,0.0
انا تعبان جسديا و الله 😤 بس انا اللي روحي حلوه 😎😂,NOT_HS,0.0
 بايعالكليجا كمية قذف بذا الهاشتاق تروع 😷,NOT_HS,0.0
عبدالفتاحعسيريوش على تصاريح وحركات البزران طقني و طقيته سبني مره و رديت سبيته اكبر ولا هاذي بييه الاهلي ما تتغير url 🐸✋,,1.0
نظام مستشفى التوام  ٥ دقايق او اقل عند الدكتور  ساعه انتظار للوصفه الطبيه ساعه ثانيه للصيدلية 🔪🔪🔪,NOT_HS,0.0
تتحدث عن السعودية وتزعم انها تطبع التطبيع مع الكيان الصهيونى وبنفس الوقت تحلم لو انت نظرت لبلدك من شباك منزلك في الدوحه الان لرايت الاسراييليين يلعبون كورة في ملاعب اسيادك القطريين وبحضور اميركم النايم ف العسل فاذهب والتقط وتذكر اللقمة التي يرمونها لك على ظهر كل تغريدة سعودية تقلب فيها الحقايق [UNK] [UNK],,1.0
بايعالكليجا الهشتاق ترند لرجل عادي جدا خير يابنات وش عساكم تحسون على بوة الى صاير فيكم لو تشوفون واحد قرد بتخقون عليه ارتقو شوي واثقلو ترى جاى رجال يترزق الله بالحلال 😳👎 والله عيب وشق جيب يا يالي تسرخوووون عنه 🙄🌚,,1.0
نعم كلامك صحيح فالتطهر من نجاسة 🐕 سبع مرات واحداهما بالتراب فهي من اعظم النجاسات 👍🏻,NOT_HS,0.0
اعتقد أن ده اكتر يوم ااو الايام الجايه كلها لازم الناس تتقى نرفزتي 🐸,NOT_HS,0.0
يامصريين 🇪🇬 فيكم رجال من ذهب 💛 وفيكم رجال من لهب 👉 الاوله مصر 🇪🇬 حر واصيل ❤️ والتانيه جند التضحيه هدف 🎯✌️ وفيكم اشباه رجال 🐄🐒🐒🐒 القذاره منبتهم 🐑 والنداله هدفهم 🐑,HS1,1.0
سبحان و الله العظيم الرجال مستحي والحريم يصورون اللي يصورون يصورون معه لا حيا الله ولا مستحاهو صدق وسيم 🤦🏻♀ بس الحياااااااااااااا وين راحت 👊🏻👊🏻 خل الرجال يتصدد عنكم وجهي طاااح وانا مالي شغل فيه بايعالكليجا,,1.0
احقر الرجال من ترك طاهرة تبكي  وذهب إلى العاهرة يبكي 👎🏼,HS6,1.0
المشكله لو انه بنت حلوه بس كان قالوا عيب عليكم الرجال اترضاه لاختك ياشهوانيين يامتحرشين 😂 لكن بين البنات عادي 👞,,1.0
حياوك فاحفظه url عليك فانمايدل على فضل الكريم حياوهاذا قل ماء الوجه قل [UNK] url خير في الفتى وجه اذا هو قل حيا ماوه اذا انتقداحدهم تصرفات الفتيات المسلمات غير المحتشمة مع بايعالكليجا قالوا بانه مستشرف 🤔 يريدوننا نصبح مجتمعا بلا حياء ولا اخلاق تحت مسمى التدين يا تسكت 🙊 او نهاجمك 😏 😡,,1.0
كعك بعينك 😤 هذي اسمهااا كليجههه,NOT_HS,0.0
كل واحد بيحاول يفرض سيطرتة ع التانى 😊😊💔 وبيدءو يزهقوا من بعض وبعد كدا تحصل عداوه ثم كره ثم يجيبوا ف سيرة بعض بالشر 😡 ثم ,NOT_HS,0.0
انت بايعالكليجا 💩 url بنات اخر زمن ما في تربية وخوف من غير الله 👸,,1.0
user [UNK] ان قطر حكومة شريفة قطر اسراييل وايران تنظيمالحمدين والع 💔😂😂😂 url ههههههههههههههههههههههههههههههههههههههههههههههههههههتف عليكم تف,,1.0
هل تعلم 🙈 أن المرأه 🤰 الحامل يوجد 👌 بداخلها 👦 طفل 🐸😂🙈,NOT_HS,0.0
[UNK] — اي والله ، قليلات حيا 🔪,,1.0
هاتو صاحب الهشتاق 🙂🔪   صلاهالجنازهالقادمهانت,NOT_HS,0.0
ساحبين عليك سيفون 😂😂😂😷😷😷😷😷😷,NOT_HS,0.0
وعع وععععع طعس كلام بدوي 😷 ريحة,,1.0
سبب مقنع 😂🔪,NOT_HS,0.0
افا يا ابو الطرش افاا يا التركستاني 🐸 طلع لك لسان الان وتتجرا تتكلم عن المنتخب الهلال السعودي,,1.0
لم توفقي بالتعليق أخت إيمان 👎🏼,NOT_HS,0.0
قلت ما اسمح لك 😠😠🗡,NOT_HS,0.0
يرشون ماي بالشارع و لا حاطين على اغاني عراقيه لا التصرف حلو و لا background اللي حاطينه حلو مادري احنا اللي متحررين من فيتنام لان ناس غريبه ما تستحي 😡😡😡,,1.0
 بايعالكليجاأقسم بالله وصلوا لدرجة مقززه من قلة الحياء يعني وش جراءتك وانت رافعه جوالك بوجه شاب تصورينه  كرهتوا الولد بالتجاره 😷 وبعدين والله مب ذاك الزين اللي شهرتوا به لهالدرجه يعني شاب عادي زيه زي اي شاب مهتم بشكله بس صدق مشافيح وقليلات أدب الله لايبلانا يارب,HS6,1.0
نعم نحنا سعوديات لا نطالب بأسقاط الولايه ولا التبرج الي يطالبن بها ع السنتنا هم المتجنسات 🐕😷🤓,NOT_HS,0.0
ريحة المستشفى 🤢,NOT_HS,0.0
زوران 😷 الي مصخرنا وسيد كل الانديه المتذيله علينا زوران 💦 الي اليوم انقذه ايالا والنصر ب ١٢نقطه وطلع زوران الي سبب بالنصر مشاكل واتهم محمد حسين علشان ابن بن جلدته راح حسين ومازال التمصخر النصراوي من الانديه الهابطه مستمر بسبب غباء زوران الي سيدها علينا كارينو حماسي جالد الصغار والكبار والا الظاهر عجبتكم مصخرة روساء الانديه,,1.0
عيب عليك العراق اشرف واطهر منك ياحمار ياعملاء امريكا وروسيا [UNK],,1.0
لا علاقة للزمن بالنضج  نحن نكبر من خلال التجارب وللاسف بعضهامؤلمه حتي من اعز الناس علي قلبك 😢😣😣,NOT_HS,0.0
نصااابين 👎👎👎👎 رفعت مليون تذكرة قبل ولاحد فادني,NOT_HS,0.0
تتحدث عن السعودية وتزعم انها لم تطبع مع الكيان العربي الصهيونى وبنفس الوقت ترى لو نظرت من شباك زجاج منزلك في محيط الدوحه لرايت ميات الاسراييليين يلعبون معهم كورة التنس في ملاعب اسيادك وبحضور اميركم النايم نايمين ف العسل فاذهب والتقط اللقمة الذهبية التي يرمونها لك على كل تغريدة تقلب فيها الحقايق [UNK],,1.0
اخيرا قررت اعتبر الفراوله من  الحمضيات 😤,NOT_HS,0.0
هالله العظيم مسوين يعنني نظاميين 😊🔪,NOT_HS,0.0
بعض من  شهيدات  الكويت 🇰🇼🇰🇼 أثناء  الغزوالعراقيالغاشم قاوموا  الاحتلال بجميع صوره 💣🚬🔨🔪🔌 تعذيب  الشجاعة  المقاومةالكويتية ,NOT_HS,0.0
2059 قتيل في عفرين على يد اردوقان في 3 اسابيع فقط 😷🇸🇦,NOT_HS,0.0
بايعالكليجا خلاصصص يالمشفوحات ، فشلتننا من فين سمح لهن يصورن معه بدون استاذن قليلات الحياء حتى يعني هو مستحي يستحي وهن سعة وجهه 😒😒😒😒😒😒😒😒😒😒😒 user الحمددلله الذي عافانا منك 😤,,1.0
ايون 😂👊,NOT_HS,0.0
يع شالوضع كل من هب ودب حبيتوه وخقيتو عليه بليز اثقلو شوي يع مره 🤢,NOT_HS,0.0
الاستاذ  ليش تتكلمالطالب  كنت اسأله عن شي الاستاذ  لا تسأله اسألني انا الطالب  فديت اللي يغارون ☻^ يقولون الاستاذ مردغه بواير المكيف 😂😂😂😂😂😂😂😂🐐,NOT_HS,0.0
قتلني التعليق 😂👊,NOT_HS,0.0
